taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/England/PLYM-18BEACC/2021,AY.4,AY.4,0.54333335,0.03171666,0.030658474,0.11675,0.0,1.0
hCoV-19/England/ALDP-1302C7D/2021,B.1.1.7,B.1.1.7,0.99666667,0.0056499946,0.0055547473,0.020083308,0.0,1.0
hCoV-19/England/NORT-1B85867/2020,B.1.1.7,B.1.1.7,1.0,0.0012333322,0.0019524894,0.0066666603,0.0,1.0
hCoV-19/England/MILK-2DD8253/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/205390623/2020,B.1.1.7,B.1.1.7,1.0,4.999995e-05,0.00040517445,0.0,0.0,1.0
hCoV-19/USA/NC-CDC-LC0165078/2021,B.1.621,B.1.621,0.92333335,0.026616665,0.032804094,0.12008333,0.0,1.0
hCoV-19/Scotland/QEUH-129D346/2021,B.1.1.7,B.1.1.7,1.0,6.66666e-05,0.00046666624,0.0,0.0,1.0
hCoV-19/Turkey/HSGM-D5038/2021,B.1.617.2,B.1.617.2,1.0,0.0007999992,0.001606928,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-16804A9/2021,B.1.617.2,B.1.617.2,0.91,0.021616688,0.021650707,0.08333331,0.0,1.0
hCoV-19/Austria/CeMM5550/2021,B.1.1.7,B.1.1.7,0.99333334,0.008266659,0.006596206,0.023333311,0.0,1.0
hCoV-19/Bahrain/921400123/2021,B.1.617.2,B.1.617.2,0.91,0.013100003,0.01603396,0.060166657,0.0,1.0
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00699W/2021,B.1.621,B.1.621,0.7266667,0.070216686,0.08499268,0.39024997,0.0,1.0
hCoV-19/England/MILK-13B2DC4/2021,B.1.1.7,B.1.1.7,0.9633333,0.013499997,0.0140425945,0.053333342,0.0,1.0
hCoV-19/USA/IN-PU-LH000173402/2021,B.1.429,B.1.429,0.39666668,0.047783326,0.04831399,0.18358332,0.245,0.755
hCoV-19/England/BRBR-196A536/2021,AY.4,AY.4,0.99333334,0.010733325,0.0074618272,0.026750028,0.0,1.0
hCoV-19/England/CAMC-139DE71/2021,B.1.1.7,B.1.1.7,0.9866667,0.0067999936,0.005641507,0.01999998,0.0,1.0
hCoV-19/USA/CA-SEARCH-12021/2021,B.1.429,B.1.429,0.99,0.004766662,0.004462058,0.01666665,0.0,1.0
hCoV-19/England/QEUH-12E9132/2021,B.1.1.7,B.1.1.7,0.99333334,0.01381666,0.009045553,0.03666669,0.0,1.0
hCoV-19/England/MILK-1027E33/2021,B.1.1.7,B.1.1.7,0.99666667,0.0028333305,0.003723048,0.013333321,0.0,1.0
hCoV-19/Brazil/SP-SJRP215/2021,P.2,P.2,0.98,0.00995001,0.0103625385,0.04000002,0.0,1.0
hCoV-19/Scotland/QEUH-16631A5/2021,B.1.617.2,B.1.617.2,0.9433333,0.013833326,0.015821887,0.06008333,0.0,1.0
hCoV-19/Denmark/DCGC-145995/2021,B.1.617.2,B.1.617.2,0.6166667,0.03256667,0.03370961,0.12683338,0.0,1.0
hCoV-19/USA/OH-CDC-FG-119743/2021,B.1.617.2,B.1.617.2,0.92,0.026900016,0.023274668,0.08349997,0.0,1.0
hCoV-19/Peru/LIM-INS-1531/2021,C.37,C.37,0.8833333,0.030533329,0.02346165,0.09674996,0.0,1.0
hCoV-19/Denmark/DCGC-147688/2021,B.1.617.2,B.1.617.2,0.5833333,0.09663336,0.036573686,0.14008331,0.0,1.0
hCoV-19/USA/FL-CDC-ASC210001698/2021,P.2,P.2,0.8833333,0.016133323,0.017941223,0.06350005,0.0,1.0
hCoV-19/USA/NC-CDC-LC0090652/2021,B.1.526,B.1.526,0.87333333,0.04245,0.02535586,0.09674996,0.0,1.0
hCoV-19/USA/FL-CDC-QDX21754778/2021,P.2,P.2,0.99666667,0.008483325,0.0060547213,0.023333311,0.0,1.0
hCoV-19/England/MILK-165ABFE/2021,B.1.617.2,B.1.617.2,1.0,0.006199994,0.0050446843,0.016749978,0.0,1.0
hCoV-19/England/ALDP-10B6024/2021,B.1.1.7,B.1.1.7,0.9866667,0.0069499975,0.0087587265,0.03333336,0.0,1.0
hCoV-19/USA/CA-CDC-FG-143351/2021,B.1.617.2,B.1.617.2,0.47,0.026649997,0.031255357,0.12350002,0.0,1.0
hCoV-19/Germany/NI-RKI-I-092950/2021,B.1.525,B.1.525,0.9266667,0.022033328,0.028662303,0.11024994,0.0,1.0
hCoV-19/USA/NY-Wadsworth-21068211-01/2021,B.1.429,B.1.429,0.43333334,0.033316668,0.032563437,0.12008333,0.0,1.0
hCoV-19/Chile/AN-116095/2021,C.37,C.37,1.0,0.0024999976,0.003295617,0.00999999,0.0,1.0
hCoV-19/Switzerland/ZH-ETHZ-34925071/2021,BA.1,BA.1,0.95,0.013149989,0.014196225,0.053499937,0.0,1.0
hCoV-19/USA/OR-OSPHL01246/2021,B.1.621,B.1.621,0.94666666,0.013966655,0.014261671,0.056666613,0.0,1.0
hCoV-19/England/ALDP-1672FD6/2021,AY.4,AY.4,0.95,0.030200027,0.009642213,0.04000002,0.0,1.0
hCoV-19/England/PLYM-1F878F8/2021,AY.4,AY.4,0.81333333,0.027249997,0.024198482,0.093333304,0.0,1.0
hCoV-19/Netherlands/NH-RIVM-11238/2021,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.0006531967,0.0033333302,0.0,1.0
hCoV-19/England/NEWC-20CB812/2021,AY.4,AY.4,0.9,0.01798334,0.022892112,0.089999974,0.0,1.0
hCoV-19/England/QEUH-1C5A79A/2021,AY.4,AY.4,0.7866667,0.044933356,0.02629119,0.10016668,0.0,1.0
hCoV-19/England/MILK-16446E7/2021,AY.4,AY.4,0.95,0.015016656,0.017912984,0.06341666,0.0,1.0
hCoV-19/Chile/AN-116082/2021,P.1,P.1,0.6166667,0.029433329,0.03529929,0.14008331,0.0,1.0
hCoV-19/USA/CA-CDC-FG-143498/2021,B.1.617.2,B.1.617.2,0.9066667,0.015166681,0.018802015,0.07341665,0.0,1.0
hCoV-19/Denmark/DCGC-147849/2021,B.1.617.2,B.1.617.2,0.76,0.026033336,0.027318778,0.10674995,0.0,1.0
hCoV-19/USA/HI-H212389/2021,B.1.427,B.1.427,0.98333335,0.020050015,0.014674012,0.053499997,0.0,1.0
hCoV-19/Poland/WSSEGorzow-21S0848/2021,B.1.617.2,B.1.617.2,0.58666664,0.024300013,0.029471267,0.11008328,0.0,1.0
hCoV-19/England/QEUH-1BCC381/2021,AY.4,AY.4,0.9633333,0.012183352,0.013987614,0.053333342,0.0,1.0
hCoV-19/England/MILK-1D01C47/2021,AY.4,AY.4,0.9866667,0.006366661,0.0054466045,0.020083308,0.0,1.0
hCoV-19/Australia/NSW-RPAH-1006/2021,B.1.617.2,B.1.617.2,0.92,0.030383334,0.03656698,0.14008337,0.0,1.0
hCoV-19/Germany/NI-RKI-I-176273/2021,B.1.525,B.1.525,0.99333334,0.016466659,0.008514766,0.030083358,0.0,1.0
hCoV-19/Japan/PG-63310/2021,B.1.617.2,B.1.617.2,0.7266667,0.039150015,0.03511615,0.14016664,0.0,1.0
hCoV-19/England/MILK-2050D31/2021,B.1.617.2,AY.4,0.5233333,0.044,0.052884478,0.19033334,0.08,0.92
hCoV-19/England/QEUH-129EE35/2021,B.1.1.7,B.1.1.7,1.0,0.0012999987,0.002255608,0.0066666603,0.0,1.0
hCoV-19/England/NEWC-20D059B/2021,AY.4,AY.4,0.97,0.009583335,0.010252257,0.03675002,0.0,1.0
hCoV-19/England/QEUH-1D4600E/2021,AY.4,AY.4,0.9766667,0.009883344,0.011141014,0.04000002,0.0,1.0
hCoV-19/Italy/LAZ-IFO-07163030/2021,B.1.617.2,B.1.617.2,0.86,0.028483314,0.018127257,0.06999999,0.0,1.0
hCoV-19/USA/NE-NPHL-42612/2021,BA.1,BA.1,0.98,0.012066679,0.01209225,0.050000012,0.0,1.0
hCoV-19/Switzerland/BL-ETHZ-35052707/2021,BA.1,BA.1,0.8333333,0.022316663,0.027538048,0.10016668,0.0,1.0
hCoV-19/Scotland/QEUH-1C594C1/2021,B.1.617.2,B.1.617.2,0.8066667,0.05418333,0.021189563,0.07999998,0.0,1.0
hCoV-19/England/ALDP-125D47C/2021,B.1.1.7,B.1.1.7,0.9033333,0.03543336,0.014372766,0.056666613,0.0,1.0
hCoV-19/England/ALDP-19C46A0/2021,B.1.617.2,B.1.617.2,0.9866667,0.007049994,0.007627995,0.026749969,0.0,1.0
hCoV-19/England/MILK-1314F8E/2021,B.1.1.7,B.1.1.7,0.97,0.016050037,0.012182854,0.05008334,0.0,1.0
hCoV-19/Austria/CeMM2237/2021,B.1.1.7,B.1.1.7,1.0,0.00011666655,0.00061259867,0.0033333302,0.0,1.0
hCoV-19/Chile/ML-111507/2021,P.1,P.1,0.78,0.044333316,0.039282452,0.15033329,0.0,1.0
hCoV-19/Austria/CeMM20572/2021,BA.1,BA.1,0.98333335,0.03450002,0.014942253,0.056666672,0.0,1.0
hCoV-19/Chile/NB-113655/2021,P.1,P.1,1.0,0.00036666633,0.0010429648,0.0033333302,0.0,1.0
hCoV-19/USA/CA-CDC-2-3994083/2021,B.1.429,B.1.429,0.97333336,0.009966689,0.0108503075,0.040166676,0.0,1.0
hCoV-19/England/MILK-2DCE4D2/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/RAND-14F1A67/2021,B.1.617.1,B.1.617.1,0.99666667,0.0050333296,0.007960386,0.029999971,0.0,1.0
hCoV-19/Netherlands/NH-RIVM-13336/2021,A.23.1,A.23.1,0.62,0.03256667,0.033267856,0.1270833,0.0,1.0
hCoV-19/England/BRBR-1974065/2021,B.1.617.2,B.1.617.2,1.0,0.0030166637,0.0032591296,0.00999999,0.0,1.0
hCoV-19/England/MILK-164A47E/2021,AY.4,AY.4,0.6533333,0.03906665,0.03374214,0.13050002,0.0,1.0
hCoV-19/USA/FL-CDC-LC0150750/2021,B.1.621,B.1.621,0.80333334,0.104416676,0.053627294,0.21358329,0.0,1.0
hCoV-19/Finland/2860/2021,B.1.1.7,B.1.1.7,0.9866667,0.0071666623,0.008362878,0.030083358,0.0,1.0
hCoV-19/Germany/MV-RKI-I-036535/2021,B.1.1.7,B.1.1.7,0.9866667,0.0048499955,0.006054171,0.023333311,0.0,1.0
hCoV-19/England/NEWC-1DA600C/2021,AY.4,AY.4,0.72,0.031483315,0.02611074,0.10008335,0.0,1.0
hCoV-19/Turkey/HSGM-D4024/2021,B.1.617.2,B.1.617.2,0.92333335,0.014116661,0.017136369,0.06349999,0.0,1.0
hCoV-19/USA/NC-GMF-B00699/2021,B.1.526,B.1.526,0.94,0.033949994,0.01762788,0.07341665,0.0,1.0
hCoV-19/England/BRBR-1973FD2/2021,AY.4,AY.4,0.9866667,0.006199994,0.00587877,0.01999998,0.0,1.0
hCoV-19/Brazil/CE-BA1200-250074359/2021,P.2,P.2,0.98333335,0.0069499933,0.0062412326,0.023333311,0.0,1.0
hCoV-19/England/BRBR-1A1E345/2021,B.1.617.2,AY.4,0.5466667,0.030266669,0.039020665,0.15333337,0.03,0.97
hCoV-19/Chile/VS-42090/2021,P.1,P.1,0.98,0.012283348,0.011582746,0.04333335,0.0,1.0
hCoV-19/Scotland/QEUH-12E9967/2021,B.1.1.7,B.1.1.7,0.99666667,0.002383331,0.0019275036,0.0066666603,0.0,1.0
hCoV-19/England/PLYM-18D81B8/2021,AY.4,AY.4,0.8566667,0.029450016,0.025546858,0.09675002,0.0,1.0
hCoV-19/England/PLYM-1F886A2/2021,AY.4,AY.4,0.81333333,0.020883327,0.025887787,0.09675002,0.0,1.0
hCoV-19/England/MILK-18C95EB/2021,AY.4,AY.4,0.93,0.01393333,0.0169666,0.06999999,0.0,1.0
hCoV-19/Scotland/QEUH-1DC101A/2021,B.1.617.2,B.1.617.2,1.0,0.0011499989,0.0023710616,0.0066666603,0.0,1.0
hCoV-19/England/BRBR-196A563/2021,B.1.617.2,B.1.617.2,0.70666665,0.03451667,0.04231889,0.15683335,0.0,1.0
hCoV-19/USA/WA-CDC-LC0059263/2021,B.1.526,B.1.526,0.65,0.20451663,0.23006177,0.68666667,0.315,0.685
hCoV-19/Germany/HH-RKI-I-022655/2021,B.1.1.7,B.1.1.7,0.99,0.005833328,0.0072522736,0.026666641,0.0,1.0
hCoV-19/Wales/PHWC-4D87BD/2021,B.1.1.7,B.1.1.7,0.9866667,0.015516673,0.01276906,0.050000012,0.0,1.0
hCoV-19/Ireland/G-NVRL-ec86IRL22005/2021,B.1.1.7,B.1.1.7,0.96666664,0.011866667,0.011624882,0.04341668,0.0,1.0
hCoV-19/Wales/PHWC-4B27C8/2020,B.1.1.7,B.1.1.7,1.0,0.0002333331,0.0008504892,0.0033333302,0.0,1.0
hCoV-19/Canada/ABPHL-12009/2021,A.23.1,A.23.1,1.0,0.00024999975,0.0009965209,0.0033333302,0.0,1.0
hCoV-19/Norway/18846/2021,B.1.617.2,B.1.617.2,0.99333334,0.00941666,0.008729245,0.03341669,0.0,1.0
hCoV-19/USA/FL-CDC-QDX22120927/2021,C.37,C.37,0.87666667,0.11466666,0.14333814,0.4003333,0.0,1.0
hCoV-19/Denmark/DCGC-126842/2021,B.1.617.2,B.1.617.2,0.93333334,0.01504999,0.01790709,0.06674999,0.0,1.0
hCoV-19/England/MILK-15332AC/2021,B.1.525,B.1.525,1.0,0.0002333331,0.001434107,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-1ED9CCF/2021,AY.4,AY.4,0.93666667,0.012583324,0.014176253,0.056666672,0.0,1.0
hCoV-19/France/GES-HMN-21052190355/2021,B.1.351,B.1.351,0.47666666,0.061183322,0.03373883,0.14691666,0.0,1.0
hCoV-19/England/ALDP-1687035/2021,AY.4,AY.4,0.99666667,0.0023333312,0.0023783725,0.0066666603,0.0,1.0
hCoV-19/Australia/VIC18919/2021,AY.4,B.1.617.1,0.17333333,0.024350002,0.027909532,0.11008333,0.16,0.84
hCoV-19/Sweden/SE1410500996/2021,B.1.351,B.1.351,0.8933333,0.019399999,0.024329659,0.09341669,0.0,1.0
hCoV-19/England/MILK-16843C6/2021,B.1.617.2,B.1.617.2,0.98,0.014050021,0.010712299,0.04008335,0.0,1.0
hCoV-19/England/CAMC-12DFABC/2021,B.1.1.7,B.1.1.7,1.0,0.0021666647,0.002743677,0.00999999,0.0,1.0
hCoV-19/USA/CA-TCPHL-041921-34/2021,B.1.429,B.1.429,0.9866667,0.03850001,0.025416179,0.076916695,0.0,1.0
hCoV-19/NorthernIreland/NIRE-235B3C/2020,B.1.1.7,B.1.1.7,1.0,0.0005333328,0.0012220191,0.0033333302,0.0,1.0
hCoV-19/Canada/BC-BCCDC-49932/2021,B.1.429,B.1.429,0.99666667,0.005033329,0.006117004,0.023416638,0.0,1.0
hCoV-19/USA/HI-H212515/2021,B.1.429,B.1.429,0.9533333,0.028083324,0.036450233,0.14675003,0.0,1.0
hCoV-19/USA/CT-Yale-7077/2021,B.1.621,B.1.621,1.0,0.0006833327,0.0021421025,0.0066666603,0.0,1.0
hCoV-19/England/QEUH-1D05733/2021,B.1.617.2,AY.4,0.46666667,0.058849998,0.059969377,0.2274167,0.25,0.75
hCoV-19/England/ALDP-115002B/2021,B.1.1.7,B.1.1.7,1.0,0.00024999975,0.0008779703,0.0033333302,0.0,1.0
hCoV-19/Scotland/QEUH-13B413F/2021,B.1.1.7,B.1.1.7,1.0,0.00021666646,0.00088678487,0.0033333302,0.0,1.0
hCoV-19/France/PAC-IHU-9298_Illu1/2021,B.1.525,B.1.525,0.7966667,0.023050003,0.029501295,0.12024999,0.0,1.0
hCoV-19/India/MH-IGIB-GSEQ-1412/2021,B.1.617.1,B.1.617.1,0.96,0.013266658,0.013460059,0.05008334,0.0,1.0
hCoV-19/England/ALDP-1DABF0A/2021,AY.4,AY.4,0.8233333,0.03294999,0.024448536,0.093583286,0.0,1.0
hCoV-19/Spain/CN-IBV-97016079/2020,P.2,P.2,0.9766667,0.022133349,0.029410886,0.09400004,0.0,1.0
hCoV-19/England/QEUH-1A0ECB6/2021,B.1.617.2,B.1.617.2,0.87333333,0.015799994,0.020098396,0.07675004,0.0,1.0
hCoV-19/USA/ME-JAX-JAX000286/2021,P.2,P.2,1.0,0.009599992,0.007352698,0.026749969,0.0,1.0
hCoV-19/England/NEWC-20273AA/2021,AY.4,AY.4,0.8666667,0.023466663,0.028462451,0.11675,0.0,1.0
hCoV-19/England/MILK-1C5786D/2021,B.1.617.2,B.1.617.2,0.98333335,0.010116671,0.009841518,0.033500016,0.0,1.0
hCoV-19/USA/CA-CDPH-2000046557/2021,B.1.427,B.1.427,0.93,0.029133337,0.023676034,0.089999974,0.0,1.0
hCoV-19/England/MILK-1C5ED49/2021,AY.4,AY.4,1.0,6.66666e-05,0.00046666616,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1CFF102/2021,AY.4,AY.4,0.9533333,0.015033338,0.018251823,0.06999999,0.0,1.0
hCoV-19/England/MILK-1028685/2021,B.1.1.7,B.1.1.7,0.99,0.005466662,0.0066715768,0.023416638,0.0,1.0
hCoV-19/England/NORT-1BE9218/2021,AY.4,AY.4,0.5833333,0.03713335,0.030585328,0.12341666,0.0,1.0
hCoV-19/Scotland/QEUH-1DA827D/2021,AY.4,AY.4,0.86333334,0.019333337,0.02128996,0.08341664,0.0,1.0
hCoV-19/CzechRepublic/FNHK-Ps-000207/2021,B.1.617.2,B.1.617.2,0.45666668,0.028583325,0.030273633,0.113333315,0.0,1.0
hCoV-19/England/MILK-1688E3A/2021,AY.4,AY.4,1.0,8.333325e-05,0.000520416,8.332729e-05,0.0,1.0
hCoV-19/USA/IN-GD-SID-21041644435/2021,P.2,P.2,0.95,0.14781664,0.17552069,0.47058338,0.0,1.0
hCoV-19/SouthAfrica/UFS-VIRO-NGS-506/2021,B.1.351,B.1.351,0.8,0.028433325,0.031783834,0.116666675,0.0,1.0
hCoV-19/USA/OR-OHSU-11937/2021,B.1.429,B.1.429,0.89,0.022216659,0.026247278,0.097,0.0,1.0
hCoV-19/England/ALDP-167A220/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/QEUH-D92507/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1A0AC23/2021,AY.4,AY.4,0.93333334,0.023016663,0.016315974,0.06674999,0.0,1.0
hCoV-19/USA/NY-PRL-2021_0615_51H18/2021,B.1.526,B.1.526,0.98333335,0.011050006,0.010519187,0.04333335,0.0,1.0
hCoV-19/England/QEUH-1A0B6E8/2021,AY.4,AY.4,0.91,0.029599972,0.01251416,0.04341662,0.0,1.0
hCoV-19/Sweden/5931623333/2021,B.1.351,B.1.351,0.89,0.015033335,0.018008612,0.07008332,0.0,1.0
hCoV-19/Mexico/MIC-InDRE_FB17063_S3435/2021,B.1.427,B.1.427,0.6333333,0.060583323,0.03788283,0.13016665,0.0,1.0
hCoV-19/England/MILK-2D79A6B/2021,BA.1,BA.1,0.99333334,0.004249996,0.005507339,0.01999998,0.0,1.0
hCoV-19/USA/CA-CDC-QDX25164386/2021,B.1.526,B.1.526,1.0,0.00011666655,0.0006974152,0.0033333302,0.0,1.0
hCoV-19/USA/FL-CDC-STM-000049472/2021,B.1.525,B.1.525,1.0,0.0017333317,0.0027680693,0.0066666603,0.0,1.0
hCoV-19/Denmark/DCGC-148052/2021,B.1.617.2,B.1.617.2,0.9066667,0.014750011,0.018516958,0.07008332,0.0,1.0
hCoV-19/Denmark/DCGC-147358/2021,B.1.617.2,B.1.617.2,0.99333334,0.004483329,0.0056316266,0.01999998,0.0,1.0
hCoV-19/India/DL-NCDC-1709150/2021,B.1.617.1,B.1.617.1,0.95666665,0.010633345,0.010891599,0.04333335,0.0,1.0
hCoV-19/Denmark/DCGC-129784/2021,B.1.617.2,B.1.617.2,0.89666665,0.02423335,0.023628233,0.09016663,0.0,1.0
hCoV-19/England/CAMC-11E4BD0/2021,B.1.1.7,B.1.1.7,0.99666667,0.0032499968,0.0006974152,0.0033333302,0.0,1.0
hCoV-19/Norway/4595/2021,B.1.1.7,B.1.1.7,0.55333334,0.032366663,0.033649236,0.12016666,0.0,1.0
hCoV-19/Switzerland/BE-IFIK-2786-2912/2021,AY.4,AY.4,0.75666666,0.0631,0.07868336,0.2801667,0.01,0.99
hCoV-19/England/QEUH-1C62AD2/2021,AY.4,AY.4,0.99666667,0.0044166623,0.004803669,0.016749978,0.0,1.0
hCoV-19/Denmark/DCGC-168739/2021,B.1.617.2,B.1.617.2,0.93,0.025816672,0.015850972,0.06008333,0.0,1.0
hCoV-19/Denmark/DCGC-128574/2021,B.1.617.2,B.1.617.2,0.9033333,0.017583333,0.01958281,0.08008331,0.0,1.0
hCoV-19/England/ALDP-1EEF91A/2021,B.1.617.2,B.1.617.2,0.88,0.03408334,0.016125891,0.06333333,0.0,1.0
hCoV-19/England/NEWC-1EDF959/2021,AY.4,AY.4,0.99,0.0081166625,0.00961941,0.03675002,0.0,1.0
hCoV-19/England/ALDP-168C838/2021,AY.4,AY.4,0.98333335,0.0065166606,0.0061814864,0.023333311,0.0,1.0
hCoV-19/SouthAfrica/NICD-N9566/2021,B.1.351,B.1.351,0.59,0.032383356,0.030129494,0.1135,0.0,1.0
hCoV-19/England/MILK-1C5AEB3/2021,AY.4,AY.4,0.9633333,0.0099833375,0.011868159,0.04666668,0.0,1.0
hCoV-19/NorthernIreland/RAND-12CE9B3/2021,B.1.1.7,B.1.1.7,0.99666667,0.0025999974,0.0028479986,0.00999999,0.0,1.0
hCoV-19/England/NEWC-20C1CC5/2021,AY.4,AY.4,0.92,0.014000002,0.017523797,0.060166657,0.0,1.0
hCoV-19/Germany/NW-RKI-I-132992/2021,B.1.617.1,B.1.617.1,0.47333333,0.04985,0.043282583,0.15358332,0.0,1.0
hCoV-19/USA/CA-CDC-STM-000030663/2021,B.1.427,B.1.427,0.70666665,0.12893331,0.12990302,0.36341667,0.0,1.0
hCoV-19/England/PLYM-18D91D5/2021,AY.4,AY.4,0.94,0.023266662,0.024894353,0.099999964,0.0,1.0
hCoV-19/England/MILK-1E37807/2021,B.1.617.2,B.1.617.2,0.9,0.027566666,0.032213368,0.11675,0.0,1.0
hCoV-19/USA/FL-Curative-077085/2021,B.1.621,B.1.621,0.47333333,0.052883323,0.047598947,0.18699995,0.0,1.0
hCoV-19/USA/MN-MDH-6591/2021,B.1.427,B.1.427,0.69666666,0.064816654,0.03965109,0.15683329,0.0,1.0
hCoV-19/India/MP-NCDC-190942/2021,B.1.617.1,B.1.617.1,0.25,0.027683333,0.0342226,0.14341664,0.005,0.995
hCoV-19/England/MILK-1A15092/2021,AY.4,AY.4,0.99666667,0.002583331,0.0024693091,0.0066666603,0.0,1.0
hCoV-19/England/MILK-2D8BC9D/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/AZ-ASU14744/2021,B.1.617.2,B.1.617.2,0.35666665,0.049700007,0.030631848,0.11675,0.0,1.0
hCoV-19/USA/AZ-TG983271/2021,B.1.621,B.1.621,0.29666665,0.02978333,0.033955846,0.12333332,0.0,1.0
hCoV-19/USA/WI-WSLH-214611/2021,B.1.526,B.1.526,0.96,0.008783337,0.011281738,0.04675001,0.0,1.0
hCoV-19/SouthAfrica/CERI-KRISP-K032669/2021,BA.1,BA.1,0.99666667,0.005583329,0.0074281534,0.026749969,0.0,1.0
hCoV-19/India/JK-NCDC-1709371/2021,B.1.617.1,B.1.621,0.16666667,0.02006667,0.024012867,0.09016666,0.725,0.275
hCoV-19/England/QEUH-1C606B2/2021,B.1.617.2,B.1.617.2,0.79,0.022066679,0.025135169,0.099999964,0.0,1.0
hCoV-19/Denmark/DCGC-161083/2021,B.1.617.2,B.1.617.2,0.69,0.02495,0.028848026,0.116666675,0.0,1.0
hCoV-19/Scotland/QEUH-1D09D1F/2021,AY.4,AY.4,0.86333334,0.017399993,0.02040313,0.07683337,0.0,1.0
hCoV-19/England/PLYM-2DCBC46/2021,BA.1,BA.1,1.0,0.00014999986,0.0006910131,0.0033333302,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_AXRUKMG44P24R75L/2021,B.1.617.2,B.1.617.2,0.55,0.031966656,0.033272345,0.13024998,0.0,1.0
hCoV-19/Belgium/UZA-UA-CV2298995178/2021,AY.4,AY.4,0.8233333,0.02938333,0.037165362,0.14349997,0.0,1.0
hCoV-19/England/QEUH-1C742A8/2021,AY.4,AY.4,0.93333334,0.029299993,0.039207976,0.15675002,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_PADDDZPO4RJJQXPB/2021,B.1.617.2,B.1.617.2,0.76666665,0.027833324,0.027462114,0.11008334,0.0,1.0
hCoV-19/Wales/ALDP-12B9FF5/2021,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.0006531967,0.0033333302,0.0,1.0
hCoV-19/USA/WA-UW-21042273144/2021,B.1.429,B.1.429,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Belgium/ULG-16380/2021,P.1,B.1.429,0.30666667,0.0396,0.043803487,0.15708335,0.005,0.995
hCoV-19/Colombia/un-UNAL-5_SAMPLE_94/2021,B.1.621,B.1.621,0.6566667,0.06666669,0.053198528,0.19341666,0.0,1.0
hCoV-19/Germany/NI-RKI-I-191074/2021,B.1.617.2,B.1.617.2,0.93333334,0.028816663,0.030453201,0.11016661,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-1813-1996/2021,B.1.526,B.1.526,0.9533333,0.039816655,0.042561688,0.16000003,0.0,1.0
hCoV-19/England/ALDP-19609CB/2021,B.1.617.2,B.1.617.2,0.87333333,0.021666663,0.020719692,0.07683331,0.0,1.0
hCoV-19/England/PLYM-16467A6/2021,B.1.617.2,B.1.617.2,0.79333335,0.05513333,0.06513128,0.24341667,0.0,1.0
hCoV-19/USA/WA-PHL-000469/2021,B.1.525,B.1.525,0.99666667,0.0027499974,0.0036190434,0.013333321,0.0,1.0
hCoV-19/USA/IL-CDC-QDX26076102/2021,P.1,P.1,0.99666667,0.020316655,0.008230016,0.030083358,0.0,1.0
hCoV-19/USA/CA-CDPH-3000006658/2021,B.1.427,B.1.429,0.23333333,0.04663333,0.025593316,0.096666664,0.455,0.5449999999999999
hCoV-19/USA/UT-UPHL-210528775800/2021,B.1.429,B.1.429,0.34333333,0.0273,0.033797946,0.13000003,0.0,1.0
hCoV-19/England/NORT-1BE3AE9/2021,AY.4,AY.4,0.68333334,0.045516666,0.055439934,0.2035833,0.0,1.0
hCoV-19/England/ALDP-10B4F0B/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/CAMC-BFB067/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/LOND-126EC43/2020,B.1.1.7,B.1.1.7,0.95,0.020649984,0.015807156,0.060166657,0.0,1.0
hCoV-19/England/OXON-F6051F/2021,B.1.1.7,B.1.1.7,0.99666667,0.0042833295,0.0044693667,0.01666665,0.0,1.0
hCoV-19/USA/NJ-CDC-ASC210106308/2021,B.1.526,B.1.526,0.97,0.0111333635,0.011569078,0.04341668,0.0,1.0
hCoV-19/Belgium/UZA-UA-CV2080757306/2021,AY.4,B.1.617.2,0.63666666,0.040433325,0.036213633,0.15333337,0.0,1.0
hCoV-19/England/ALDP-1545F37/2021,B.1.617.2,B.1.617.2,1.0,0.020433325,0.018898299,0.0703333,0.0,1.0
hCoV-19/USA/CA-CDC-LC0067336/2021,B.1.427,B.1.621,0.13,0.01895,0.023749335,0.09666667,0.505,0.495
