taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/Scotland/QEUH-1E3AD23/2021,B.1.617.2,B.1.617.2,0.75,0.0422,0.040830962,0.14691669,0.0,1.0
hCoV-19/Switzerland/GE-DIA011415836801/2021,B.1.617.2,B.1.617.2,0.87666667,0.028299995,0.034939565,0.13016665,0.0,1.0
hCoV-19/USA/CO-CDC-FG-035137/2021,B.1.429,B.1.429,0.69666666,0.084016666,0.07313357,0.287,0.0,1.0
hCoV-19/England/ALDP-1687581/2021,B.1.617.2,AY.4,0.75666666,0.048249997,0.0529441,0.19374996,0.0,1.0
hCoV-19/England/MILK-1673A98/2021,B.1.1.7,AY.4,0.38333333,0.062499996,0.075901076,0.30349997,0.135,0.865
hCoV-19/Belgium/ULG-17496/2021,C.37,B.1.525,0.27333334,0.05101667,0.05029466,0.21033333,0.535,0.46499999999999997
hCoV-19/Singapore/1826/2021,B.1.617.2,B.1.617.2,0.7,0.050700005,0.04676675,0.16391659,0.0,1.0
hCoV-19/USA/CA-CDC-ASC210034600/2021,B.1.617.1,B.1.1.7,0.32666665,0.033150002,0.041276168,0.15691665,0.005,0.995
hCoV-19/Peru/LIM-INS-1692/2021,C.37,C.37,0.66,0.05556667,0.067590356,0.23366666,0.0,1.0
hCoV-19/USA/MI-CDC-ASC210036022/2021,B.1.429,B.1.429,0.87,0.038483333,0.044007298,0.16025001,0.0,1.0
hCoV-19/England/QEUH-196CA71/2021,AY.4,AY.4,0.91333336,0.029416664,0.03658946,0.14008337,0.0,1.0
hCoV-19/Singapore/3947/2021,B.1.617.2,B.1.617.2,0.5,0.047033332,0.05195772,0.19358334,0.0,1.0
hCoV-19/Denmark/DCGC-127176/2021,B.1.617.2,B.1.617.2,0.92333335,0.021916661,0.026615363,0.103333354,0.0,1.0
hCoV-19/England/ALDP-168BFBC/2021,AY.4,AY.4,0.9266667,0.0339,0.03851567,0.14016664,0.0,1.0
hCoV-19/England/QEUH-13A8505/2021,B.1.1.7,B.1.1.7,1.0,0.0029999972,0.0031446575,0.00999999,0.0,1.0
hCoV-19/Scotland/QEUH-129DD48/2021,B.1.1.7,B.1.1.7,1.0,0.00041666627,0.0011989567,0.0033333302,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-0421-2866/2021,C.37,C.37,0.99,0.0091833295,0.010817567,0.04333335,0.0,1.0
hCoV-19/USA/PA-VSP2796/2021,B.1.526,B.1.429,0.41666666,0.07654999,0.07251015,0.2701667,0.13,0.87
hCoV-19/England/MILK-1B037BF/2021,B.1.617.2,B.1.617.2,0.62666667,0.05373333,0.054955903,0.21366665,0.035,0.965
hCoV-19/England/QEUH-136657C/2021,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/England/ALDP-1ED810D/2021,B.1.617.2,AY.4,0.51666665,0.0457,0.05210365,0.20016664,0.105,0.895
hCoV-19/Wales/ALDP-136CB83/2021,B.1.1.7,B.1.1.7,1.0,0.002866664,0.0032152382,0.00999999,0.0,1.0
hCoV-19/Wales/PHWC-4B408F/2020,B.1.1.7,B.1.1.7,0.99,0.011699999,0.012969029,0.04333335,0.0,1.0
hCoV-19/USA/SC-DHEC-1562/2021,B.1.617.1,B.1.617.1,0.81666666,0.1674,0.180544,0.5235833,0.0,1.0
hCoV-19/Chile/VS-88209/2021,C.37,C.37,0.28666666,0.05786667,0.07084191,0.2834167,0.075,0.925
hCoV-19/England/ALDP-DA688F/2020,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/Mexico/YUC-IBT_IMSS_2051/2021,P.1,P.1,0.54,0.05126667,0.06479197,0.2703333,0.01,0.99
hCoV-19/USA/FL-CDC-ASC210159129/2021,B.1.621,B.1.429,0.42,0.048883334,0.05728525,0.20691666,0.015,0.985
hCoV-19/USA/MA-CDCBI-CRSP_WF5UO3DTBTNSBA7I/2021,B.1.617.2,B.1.617.2,0.92,0.01748333,0.020728394,0.07666665,0.0,1.0
hCoV-19/England/QEUH-1C6063A/2021,AY.4,AY.4,0.56666666,0.058316663,0.054528724,0.19341666,0.185,0.815
hCoV-19/England/MILK-130CED7/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/PLYM-1F8AFF0/2021,AY.4.2,AY.4.2,1.0,0.028649997,0.11370092,0.39449996,0.01,0.99
hCoV-19/England/MILK-1D979B8/2021,B.1.617.2,AY.4,0.50333333,0.0617,0.05439541,0.20008335,0.0,1.0
hCoV-19/USA/IN-CDC-STM-000738537/2021,B.1.617.2,B.1.617.2,0.43333334,0.037016664,0.042033713,0.16666669,0.0,1.0
hCoV-19/Germany/BY-RKI-I-209268/2021,B.1.617.2,B.1.617.2,0.47666666,0.04626666,0.049308226,0.18333337,0.0,1.0
hCoV-19/Finland/2295/2021,B.1.1.7,B.1.1.7,0.39333335,0.06944999,0.047642622,0.17683333,0.0,1.0
hCoV-19/USA/FL-CDC-LC0151604/2021,B.1.621,B.1.621,0.64666665,0.085149996,0.0909708,0.35016668,0.0,1.0
hCoV-19/SouthAfrica/NICD-N22397/2021,BA.1,BA.1,0.29666665,0.044449992,0.046346135,0.17366666,0.47,0.53
hCoV-19/England/ALDP-1FA335F/2021,AY.4,AY.4,0.47333333,0.053999998,0.055946153,0.21024996,0.02,0.98
hCoV-19/England/NEWC-1DA2A5D/2021,AY.4,AY.4,0.56,0.043233328,0.040996965,0.16025001,0.0,1.0
hCoV-19/England/OXON-F7A13C/2021,B.1.1.7,B.1.1.7,0.8666667,0.03266666,0.0256269,0.103333354,0.0,1.0
hCoV-19/Spain/CT-HUVH-E20900/2021,B.1.525,B.1.525,0.88,0.040216673,0.028115233,0.119999945,0.0,1.0
hCoV-19/England/MILK-12CA51D/2021,B.1.1.7,B.1.1.7,1.0,0.00073333265,0.0015333318,0.0033333302,0.0,1.0
hCoV-19/England/PLYM-1A135C2/2021,B.1.617.2,B.1.617.2,0.62,0.03665,0.042786524,0.16350001,0.0,1.0
hCoV-19/Colombia/ANT-CWOHC-VG-SEC00781A/2021,B.1.621,B.1.621,0.21333334,0.045316666,0.04959272,0.18333334,0.74,0.26
hCoV-19/Chile/LI-108568/2021,C.37,C.37,1.0,0.0001999998,0.0007916221,0.0033333302,0.0,1.0
hCoV-19/USA/FL-CDC-QDX28697075/2021,B.1.617.2,AY.4,0.7866667,0.042649984,0.041807063,0.16358328,0.0,1.0
hCoV-19/India/MH-NS2024/2021,B.1.617.1,B.1.617.1,0.50666666,0.048016664,0.058823634,0.22358334,0.0,1.0
hCoV-19/USA/WA-CDC-UW21050424131/2021,B.1.429,B.1.429,0.96666664,0.015866691,0.018299095,0.066916645,0.0,1.0
hCoV-19/USA/UT-UPHL-2103147728/2021,B.1.429,B.1.429,0.45333335,0.08285002,0.061385013,0.22691667,0.04,0.96
hCoV-19/England/ALDP-1E40874/2021,B.1.617.2,AY.4,0.78,0.040716685,0.039397825,0.15341663,0.0,1.0
hCoV-19/USA/PA-CDC-STM-000071367/2021,B.1.526,B.1.526,0.9433333,0.06268332,0.06911285,0.2770834,0.0,1.0
hCoV-19/SouthAfrica/NHLS-UCT-GP-6529/2021,B.1.351,B.1.351,0.47333333,0.05705,0.06338452,0.24341667,0.0,1.0
hCoV-19/England/PHWC-4C3982/2021,B.1.1.7,B.1.1.7,0.85333335,0.02576667,0.033081986,0.14000005,0.0,1.0
hCoV-19/England/MILK-1CFC439/2021,AY.4,AY.4,0.5566667,0.09216666,0.0961942,0.36699998,0.045,0.955
hCoV-19/England/MILK-1D09113/2021,AY.4,AY.4,0.95666665,0.018550023,0.012754954,0.05008334,0.0,1.0
hCoV-19/India/UP-IGIB-GHAN0028793446/2021,B.1.617.1,B.1.617.1,0.80333334,0.13476667,0.08708943,0.34666666,0.0,1.0
hCoV-19/USA/CA-CDPH-500000715/2021,B.1.621,B.1.621,0.34666666,0.05118333,0.052082945,0.19008332,0.005,0.995
hCoV-19/Canada/ON-PHL-21-07811/2021,A.23.1,A.23.1,0.34333333,0.1144,0.12979847,0.39366665,0.385,0.615
hCoV-19/England/PLYM-18B4ED9/2021,B.1.617.2,B.1.617.2,0.8066667,0.03328333,0.041071046,0.15016663,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-317071/2021,C.37,C.37,1.0,0.0051333285,0.005352461,0.016749978,0.0,1.0
hCoV-19/England/QEUH-135ECAF/2021,B.1.1.7,B.1.1.7,1.0,1.666665e-05,0.00023511205,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1D9F0BB/2021,AY.4,AY.4,0.47,0.06158333,0.0609518,0.23008332,0.145,0.855
hCoV-19/England/ALDP-1960530/2021,AY.4,AY.4,0.87666667,0.032283332,0.03687938,0.14008331,0.0,1.0
hCoV-19/USA/UT-UPHL-210528676079/2021,B.1.429,B.1.429,0.54,0.059033345,0.060908116,0.24375,0.0,1.0
hCoV-19/England/MILK-16448B4/2021,B.1.617.2,AY.4,0.6666667,0.04415,0.054219715,0.20674998,0.0,1.0
hCoV-19/England/CAMC-DEF811/2020,B.1.1.7,B.1.1.7,0.43333334,0.09093333,0.11190676,0.42683333,0.04,0.96
hCoV-19/Denmark/DCGC-178720/2021,B.1.617.2,B.1.617.2,0.96,0.017550008,0.02176919,0.07674998,0.0,1.0
hCoV-19/USA/PA-CDC-LC0051044/2021,B.1.621,B.1.621,0.6333333,0.061833333,0.07068766,0.2603333,0.0,1.0
hCoV-19/England/ALDP-1E52930/2021,B.1.617.2,B.1.617.2,0.52,0.04328334,0.051357243,0.18716666,0.095,0.905
hCoV-19/DominicanRepublic/Yale-6232/2021,B.1.621,B.1.621,0.76,0.041566666,0.04337926,0.16691667,0.0,1.0
hCoV-19/England/CAMC-B98A7D/2020,B.1.1.7,B.1.1.7,0.5366667,0.06553334,0.0811609,0.32341665,0.0,1.0
hCoV-19/France/ARA-HCL021120821401/2021,P.1,P.1,0.42,0.06278333,0.07686068,0.29358333,0.02,0.98
hCoV-19/USA/MA-CDCBI-CRSP_PHLWFED5LB3AVWQ3/2021,B.1.617.2,B.1.617.2,0.37333333,0.03598333,0.039745998,0.17008334,0.0,1.0
hCoV-19/USA/GA-CDC-STM-000059319/2021,B.1.617.1,B.1.617.1,0.59,0.06958333,0.07468302,0.2540834,0.0,1.0
hCoV-19/Brazil/SP-IB_120348/2021,B.1.621,P.2,0.30333334,0.036850005,0.040201295,0.17016666,0.55,0.44999999999999996
hCoV-19/England/ALDP-13AB353/2021,B.1.1.7,B.1.1.7,0.9766667,0.0096666645,0.010803862,0.04008335,0.0,1.0
hCoV-19/England/MILK-2DA7E3B/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Sweden/10112610/2021,AY.4,B.1.617.2,0.57666665,0.048000008,0.05259337,0.21383327,0.0,1.0
hCoV-19/England/MILK-1A138D8/2021,AY.4,AY.4,0.78,0.038700018,0.036787134,0.13349998,0.0,1.0
hCoV-19/France/HDF-P4-21101C0195/2021,B.1.1.7,B.1.1.7,0.84,0.027250009,0.034252007,0.12699997,0.0,1.0
hCoV-19/England/QEUH-1C609B9/2021,AY.4,AY.4,0.62,0.044,0.048063617,0.18675,0.0,1.0
hCoV-19/Switzerland/VD-CHUV-GEN3165/2021,B.1.1.7,B.1.617.1,0.29666665,0.04578332,0.044033065,0.1635,0.53,0.47
hCoV-19/England/ALDP-20CD34C/2021,AY.4,AY.4,0.46666667,0.041350003,0.05141184,0.19691664,0.225,0.775
hCoV-19/USA/NV-NSPHL-327542/2021,B.1.429,B.1.429,0.78,0.08381664,0.057450883,0.21699995,0.0,1.0
hCoV-19/USA/FL-Curative-019477/2021,B.1.621,B.1.617.1,0.41666666,0.099666655,0.083962016,0.32691664,0.05,0.95
hCoV-19/USA/WA-Altius-ALTCOV-ODXGBHWVIURHBWRI/2021,B.1.526,B.1.526,0.99666667,0.005383328,0.0065058675,0.023416638,0.0,1.0
hCoV-19/Wales/PHWC-4CED8B/2021,B.1.1.7,B.1.1.7,0.9266667,0.023833318,0.018219614,0.06999999,0.0,1.0
hCoV-19/England/QEUH-167792E/2021,AY.4,AY.4,0.8666667,0.062233333,0.07843491,0.2735833,0.0,1.0
hCoV-19/Germany/HH-HPI-p4707/2021,B.1.1.7,B.1.1.7,0.8566667,0.037350003,0.046245936,0.18,0.0,1.0
hCoV-19/England/MILK-1D093B3/2021,AY.4,AY.4,0.38666666,0.07203333,0.08723238,0.32016665,0.395,0.605
hCoV-19/USA/WY-CDC-IBX482533559953/2021,B.1.429,B.1.429,0.7033333,0.058799993,0.06010076,0.23358327,0.0,1.0
hCoV-19/England/NEWC-201F09F/2021,B.1.617.2,B.1.617.2,0.91333336,0.040650006,0.046673685,0.17674994,0.0,1.0
hCoV-19/England/ALDP-109DC10/2021,B.1.1.7,B.1.1.7,0.89666665,0.04316665,0.025493443,0.10008329,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-337072/2021,B.1.526,B.1.526,0.45666668,0.043499995,0.053172454,0.21366662,0.0,1.0
hCoV-19/England/ALDP-19C4594/2021,AY.4,AY.4,0.8233333,0.060633335,0.07505221,0.27041662,0.005,0.995
hCoV-19/England/MILK-2D26DEC/2021,BA.1,BA.1,1.0,0.00029999972,0.0010104995,0.0033333302,0.0,1.0
hCoV-19/England/QEUH-1C60737/2021,AY.4,AY.4,0.74666667,0.047749996,0.041780427,0.17000002,0.0,1.0
hCoV-19/USA/ME-HETL-J2954/2021,B.1.526,B.1.526,0.9066667,0.030666685,0.03638026,0.1335833,0.0,1.0
hCoV-19/USA/TX-CDC-QDX25576119/2021,B.1.526,B.1.526,0.24666667,0.039416663,0.04550421,0.17333335,0.04,0.96
hCoV-19/USA/CA-CDC-STM-000030542/2021,B.1.427,B.1.427,0.75333333,0.0581,0.06302472,0.22033328,0.0,1.0
hCoV-19/Canada/ABPHL-03522/2021,A.23.1,A.23.1,1.0,0.059949998,0.073970325,0.26999998,0.0,1.0
hCoV-19/Scotland/EDB23534/2021,AY.4,AY.4.2,0.5133333,0.15495,0.12339771,0.46674997,0.68,0.31999999999999995
hCoV-19/England/MILK-1FAE257/2021,AY.4,AY.4,0.74,0.071466655,0.05869238,0.22358328,0.0,1.0
hCoV-19/England/MILK-202EBAB/2021,AY.4,AY.4,0.47666666,0.058316663,0.07519427,0.30716664,0.2,0.8
hCoV-19/England/MILK-11F049A/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-2D96303/2021,BA.1,BA.1,1.0,3.33333e-05,0.00033166222,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-152966/2021,B.1.617.2,B.1.617.2,0.7366667,0.041866664,0.050137267,0.19666672,0.0,1.0
hCoV-19/USA/FL-Curative-003132/2021,B.1.429,B.1.351,0.18,0.040766664,0.04467382,0.16683333,0.35,0.65
hCoV-19/England/PLYM-1DA5FF1/2021,AY.4,AY.4,0.9533333,0.03328333,0.04268473,0.16341668,0.0,1.0
hCoV-19/Scotland/QEUH-1662DB1/2021,B.1.1.7,B.1.1.7,0.37666667,0.043166667,0.051527545,0.19375,0.005,0.995
hCoV-19/England/ALDP-1AFEC31/2021,AY.4,AY.4,0.73,0.06498332,0.0638567,0.23741668,0.0,1.0
hCoV-19/USA/CA-CDC-ASC210110065/2021,P.1,P.1,0.97333336,0.027000027,0.022889202,0.0834167,0.0,1.0
hCoV-19/England/MILK-1DC6D5A/2021,AY.4,AY.4,0.52,0.10213335,0.04837543,0.17691666,0.0,1.0
hCoV-19/Scotland/QEUH-129D2A3/2021,B.1.1.7,B.1.1.7,0.8433333,0.02906668,0.03362993,0.12008333,0.0,1.0
hCoV-19/USA/NY-PRL-2021_0917_00G22/2021,B.1.617.2,B.1.617.2,0.25,0.025749998,0.032292824,0.12358332,0.31,0.69
hCoV-19/USA/FL-CDC-STM-000072470/2021,B.1.526,B.1.526,0.91333336,0.15303333,0.17754471,0.5000833,0.0,1.0
hCoV-19/Mexico/CMX_LANGEBIO_IMSS_2083/2021,B.1.621,B.1.621,0.5466667,0.06645001,0.066142015,0.24383333,0.0,1.0
hCoV-19/England/NEWC-1D0B6F4/2021,AY.4,AY.4,0.5366667,0.048999988,0.044198994,0.16008335,0.0,1.0
hCoV-19/Germany/ST-RKI-I-148852/2021,B.1.351,B.1.351,0.33333334,0.084916666,0.07993294,0.30075,0.105,0.895
hCoV-19/England/MILK-1E3CC9D/2021,AY.4,AY.4,0.78333336,0.044316687,0.0458972,0.16691661,0.0,1.0
hCoV-19/England/PHEC-R304RA47/2021,AY.4,B.1.617.2,0.6933333,0.044483334,0.05603459,0.23333335,0.0,1.0
hCoV-19/England/QEUH-12FC503/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/CAMC-12DF57F/2021,B.1.1.7,B.1.1.7,0.69666666,0.03941666,0.041761488,0.16033334,0.0,1.0
hCoV-19/Denmark/DCGC-127024/2021,AY.4,B.1.617.2,0.7966667,0.038916662,0.050294664,0.19699997,0.0,1.0
hCoV-19/Wales/PHWC-4DCD5D/2021,B.1.525,B.1.525,0.99,0.007916663,0.010196282,0.03675002,0.0,1.0
hCoV-19/USA/FL-CDC-FG-017286/2021,C.37,C.37,0.43,0.048199996,0.05942293,0.22666669,0.0,1.0
hCoV-19/Norway/OUS-02163/2021,B.1.1.7,B.1.1.7,0.78,0.058100015,0.059625685,0.24016666,0.0,1.0
hCoV-19/Belgium/MBLGPF985804/2021,B.1.617.2,B.1.617.2,0.85333335,0.027516669,0.033667393,0.12699997,0.0,1.0
hCoV-19/England/PLYM-167D0BA/2021,AY.4,AY.4,0.99666667,0.005783329,0.007647637,0.026749969,0.0,1.0
hCoV-19/England/MILK-137067C/2021,B.1.1.7,B.1.1.7,0.99666667,0.004183329,0.004869829,0.01666665,0.0,1.0
hCoV-19/USA/PA-CDC-QDX26116224/2021,B.1.526,B.1.526,0.6933333,0.06886666,0.053801846,0.2003333,0.0,1.0
hCoV-19/USA/ND-NDDH-0889/2021,B.1.429,B.1.617.1,0.21,0.037016664,0.038668733,0.14008333,0.5,0.5
hCoV-19/Denmark/DCGC-182537/2021,AY.4,B.1.617.2,0.49666667,0.038099993,0.04384538,0.16383332,0.0,1.0
hCoV-19/USA/CA-CDC-ASC210032954/2021,B.1.429,B.1.429,0.87,0.053633336,0.04926314,0.19016665,0.0,1.0
hCoV-19/Mexico/TAB-INMEGEN-26-127/2021,B.1.617.2,B.1.617.2,0.8466667,0.030350018,0.032978844,0.13008332,0.0,1.0
hCoV-19/NorthernIreland/RAND-11E27A1/2021,B.1.1.7,B.1.1.7,1.0,0.000333333,0.0011055405,0.0033333302,0.0,1.0
hCoV-19/Germany/NI-IOV-5754869585/2021,B.1.525,B.1.1.7,0.20333333,0.033483334,0.032608584,0.12666665,0.145,0.855
hCoV-19/England/MILK-201A216/2021,AY.4,B.1.617.2,0.22333333,0.033383332,0.03507512,0.13333333,0.525,0.475
hCoV-19/Spain/CL-COV06323/2021,B.1.351,B.1.525,0.40666667,0.060349997,0.07505026,0.2935833,0.095,0.905
hCoV-19/England/PORT-1E73395/2021,AY.4,AY.4,0.9766667,0.009183329,0.008885679,0.03341669,0.0,1.0
hCoV-19/England/NEWC-1EE41D1/2021,AY.4,AY.4,0.82666665,0.039466668,0.045489926,0.18341666,0.0,1.0
hCoV-19/England/QEUH-1C61A79/2021,AY.4,AY.4,0.89666665,0.022216678,0.024826728,0.096666634,0.0,1.0
hCoV-19/England/NEWC-1EDF634/2021,AY.4,AY.4,0.68,0.07514999,0.04815239,0.17683327,0.0,1.0
hCoV-19/Denmark/DCGC-53801/2021,B.1.525,B.1.525,1.0,0.0048999973,0.01414178,0.023583293,0.0,1.0
hCoV-19/USA/WA-CDC-UW21061842014/2021,P.1,P.1,1.0,0.0006166661,0.0019742069,0.0066666603,0.0,1.0
hCoV-19/England/ALDP-FB55EE/2021,B.1.1.7,B.1.1.7,1.0,0.000333333,0.0011546995,0.0033333302,0.0,1.0
hCoV-19/England/MILK-1FB11CD/2021,AY.4,AY.4,0.8433333,0.022600006,0.028568417,0.11016661,0.0,1.0
hCoV-19/Spain/CT-HUVH-E77435/2021,B.1.617.2,B.1.617.2,0.28666666,0.03043333,0.03809303,0.14691664,0.47,0.53
hCoV-19/Spain/CT-HUVH-E02252/2021,P.1,P.1,0.50333333,0.044799995,0.05559772,0.21016666,0.0,1.0
hCoV-19/Germany/BW-RKI-I-357076/2021,BA.1,BA.1,0.26666668,0.048833333,0.060123567,0.23708333,0.06,0.94
hCoV-19/England/ALDP-20C7BD1/2021,B.1.617.2,AY.4.2,0.56666666,0.15246667,0.09452513,0.36683333,0.28,0.72
hCoV-19/England/PLYM-18D8F36/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-1C60588/2021,B.1.617.2,B.1.617.2,0.51,0.048333336,0.059963424,0.23033333,0.015,0.985
hCoV-19/Norway/5794/2021,B.1.1.7,B.1.1.7,0.72,0.069749996,0.08360528,0.31041664,0.0,1.0
hCoV-19/Colombia/MAG-CGBM-S12072021-29/2021,B.1.621,B.1.621,0.5733333,0.084,0.09873027,0.40683335,0.005,0.995
hCoV-19/England/MILK-1C60315/2021,AY.4,AY.4,0.5133333,0.05173334,0.053443592,0.21033332,0.09,0.91
hCoV-19/USA/TX-HMH-MCoV-32602/2021,B.1.525,B.1.525,0.9766667,0.009216665,0.010493057,0.04000002,0.0,1.0
hCoV-19/England/ALDP-1F9E5D9/2021,AY.4,AY.4,0.81333333,0.040749997,0.035745922,0.14333338,0.0,1.0
hCoV-19/England/QEUH-1361632/2021,B.1.1.7,B.1.1.7,0.97333336,0.01298334,0.01625211,0.06008333,0.0,1.0
hCoV-19/England/ALDP-166E22F/2021,AY.4,AY.4,0.7266667,0.040983323,0.041735195,0.17041665,0.0,1.0
hCoV-19/USA/NY-PRL-2021_0406_00F01/2021,B.1.525,B.1.525,0.61333334,0.17916667,0.16815789,0.56025,0.09,0.91
hCoV-19/SouthAfrica/VIDA-KRISP-K011261/2020,B.1.351,B.1.351,0.23,0.042349998,0.046718396,0.17691666,0.355,0.645
hCoV-19/Belgium/UMONS-J69-49199-01/2021,B.1.351,B.1.351,0.99,0.015099999,0.014273485,0.060000002,0.0,1.0
hCoV-19/Uganda/UG278/2020,A.23.1,A.23.1,0.92333335,0.03163334,0.030270098,0.11341667,0.0,1.0
hCoV-19/India/KA-NIMH-SEQ-1426/2021,B.1.617.1,B.1.351,0.20333333,0.04543333,0.045538004,0.17666665,0.1,0.9
hCoV-19/England/MILK-2D0039B/2021,BA.1,BA.1,0.99666667,0.0048666624,0.0075348034,0.023416638,0.0,1.0
hCoV-19/Ireland/WD-NVRL-e86IRL51087/2021,B.1.1.7,B.1.617.2,0.31666666,0.051883336,0.038820066,0.15683332,0.11,0.89
hCoV-19/USA/MD-HP05964-PIDLRFCWCP/2021,B.1.621,B.1.621,1.0,0.00044999958,0.001440581,0.0033333302,0.0,1.0
hCoV-19/USA/MA-CDCBI-CRSP_3XTNVECOTDTZKVPV/2021,B.1.351,B.1.351,0.25,0.075333335,0.08639945,0.27358332,0.39,0.61
hCoV-19/SouthAfrica/CERI-KRISP-K032637/2021,BA.1,BA.1,0.98,0.023566682,0.02099143,0.07999998,0.0,1.0
hCoV-19/Denmark/DCGC-153222/2021,B.1.617.2,AY.4,0.71666664,0.039833333,0.050360873,0.18716669,0.0,1.0
hCoV-19/USA/WA-CDC-UW21043094667/2021,B.1.429,B.1.429,0.85333335,0.098683335,0.10851674,0.41691667,0.0,1.0
hCoV-19/England/NORT-1BE4329/2021,AY.4,B.1.617.2,0.81333333,0.05623333,0.048227746,0.18683332,0.0,1.0
hCoV-19/USA/CA-CDPH-3000031923/2021,B.1.429,B.1.429,0.67,0.070916675,0.070409074,0.2636667,0.0,1.0
hCoV-19/England/OXON-F62085/2021,B.1.1.7,B.1.1.7,0.9533333,0.013616669,0.016834086,0.06008333,0.0,1.0
hCoV-19/Canada/ABPHL-09532/2021,A.23.1,B.1.427,0.20666666,0.041149996,0.037015006,0.13349998,0.43,0.5700000000000001
hCoV-19/India/MH-IGIB-GSEQ_1844/2021,B.1.617.1,B.1.617.1,0.9266667,0.036233336,0.039225146,0.16349995,0.0,1.0
hCoV-19/NorthernIreland/NIRE-24636D/2020,B.1.1.7,B.1.1.7,1.0,0.006483327,0.0056881644,0.01999998,0.0,1.0
hCoV-19/Scotland/QEUH-1A0F05F/2021,AY.4,AY.4,0.8066667,0.04978333,0.053685397,0.18683332,0.0,1.0
hCoV-19/England/ALDP-114E275/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Chile/RM-PUC_MVL_1197/2021,C.37,C.37,0.6066667,0.107250005,0.12160775,0.36683333,0.005,0.995
hCoV-19/USA/NY-PRL-2021_0517_00D11/2021,B.1.621,B.1.526,0.29,0.0786,0.09556796,0.3703333,0.22,0.78
hCoV-19/Scotland/QEUH-1677B0A/2021,AY.4,AY.4.2,0.9866667,0.017416669,0.019231917,0.07016665,0.0,1.0
hCoV-19/England/OXON-F81606/2021,B.1.1.7,B.1.1.7,0.58,0.050733346,0.04639108,0.18008333,0.0,1.0
hCoV-19/Denmark/DCGC-152792/2021,AY.4,B.1.617.2,0.63,0.04655,0.057339918,0.23000002,0.0,1.0
hCoV-19/England/ALDP-2038AFC/2021,AY.4,AY.4,0.7633333,0.03393333,0.03965944,0.15058333,0.0,1.0
hCoV-19/Netherlands/ZH-RIVM-34013/2021,B.1.621,B.1.621,0.96666664,0.0134333465,0.017401667,0.06333333,0.0,1.0
hCoV-19/France/IDF-HMN-21052310374/2021,B.1.351,B.1.351,0.21,0.05113333,0.05475431,0.22341664,0.175,0.825
hCoV-19/Netherlands/NH-AUMC-015862/2021,BA.1,BA.1,0.98,0.033333354,0.02141077,0.0834167,0.0,1.0
hCoV-19/England/MILK-1AE714B/2021,AY.4,AY.4,0.89,0.05601666,0.05771655,0.20058334,0.0,1.0
hCoV-19/SouthAfrica/Tygerberg_1140/2021,B.1.351,B.1.617.1,0.15666667,0.04598333,0.031986453,0.12008335,0.865,0.135
hCoV-19/USA/AZ-ASPHL-3461/2021,B.1.429,B.1.429,0.75,0.06295,0.073936485,0.27733338,0.0,1.0
hCoV-19/Scotland/QEUH-1663187/2021,AY.4,AY.4,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Germany/BW-ChVir22131/2021,B.1.351,B.1.351,0.89666665,0.030966656,0.02753485,0.10350001,0.0,1.0
hCoV-19/England/QEUH-1BCC14B/2021,AY.4,AY.4,0.8,0.06164999,0.04063728,0.15683335,0.0,1.0
hCoV-19/England/NEWC-20C090B/2021,B.1.617.2,AY.4,0.24333334,0.032316662,0.038315643,0.14341666,0.125,0.875
hCoV-19/England/MILK-1ED6B2F/2021,B.1.617.2,B.1.617.2,0.75,0.07361667,0.05493885,0.20374995,0.0,1.0
hCoV-19/England/BRBR-19772F3/2021,AY.4,AY.4,0.9033333,0.031733323,0.03257229,0.12674999,0.0,1.0
hCoV-19/Poland/PL_P137/2021,B.1.1.7,B.1.1.7,0.93333334,0.018833324,0.022087572,0.09008336,0.0,1.0
hCoV-19/England/ALDP-196353D/2021,AY.4,AY.4,0.7733333,0.03363334,0.039065473,0.15675002,0.0,1.0
hCoV-19/Denmark/DCGC-132349/2021,B.1.617.2,AY.4,0.78,0.036983334,0.045896545,0.17025,0.0,1.0
